,income_am,profit_last_am,profit_am,damage_am,damage_inc,crd_lim_rec,credit_use_ic,gluten_ic,lactose_ic,insurance_ic,spa_ic,empl_ic,cab_requests,married_cd,bar_no,sport_ic,neighbor_income,age,marketing_permit,urban_ic,dining_ic,presidential,prev_stay,prev_all_in_stay,divorce,fam_adult_size,children_no,tenure_mts,company_ic,claims_no,claims_am,nights_booked,shop_am,shop_use,retired,gold_status,score_pos,score_neg,missing_score_pos,missing_score_neg,gender_M,gender_V,client_segment_0.0,client_segment_1.0,client_segment_2.0,client_segment_3.0,client_segment_4.0,client_segment_5.0,sect_empl_0.0,sect_empl_1.0,sect_empl_2.0,sect_empl_4.0,sect_empl_6.0,sect_empl_3.0
79,-0.9164137535713724,-1.142158201533439,-0.6882440653362345,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,0.947524195260545,1.0,0.575539508771572,0.0,0.0,-0.052299174935045045,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04475227785703656,-0.4994353526443309,0.08591768552506986,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,0.0,0.0,0.05334453192182224,-0.11988275685516714,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
377,0.1797998647254982,0.5881785701132737,-0.10278158624268986,-0.4090329055057807,-0.4522855472547795,0.8986557734407588,-0.20815979745000354,0.0,0.0,1.0,1.0,0.0,1.5902417050471633,1.0,1.503328879651809,0.0,0.0,-1.1003410044949167,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.04475227785703656,-0.4994353526443309,-0.24785682609646678,0.0,-0.35249814411961783,-0.19291022174170488,0.2069198681047086,1.9286933616003408,1.0,0.0,0.0,1.436398546363237,0.866114376541545,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
115,1.345314742640708,1.203240034430716,-0.17137278446291404,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,0.947524195260545,1.0,-0.35224986210866466,0.0,0.0,1.119041693396576,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1971866421077317,-0.4994353526443309,-0.08255897272199149,0.0,-0.35249814411961783,-0.19291022174170488,-0.9481909083451985,-0.4098750849311718,0.0,1.0,0.0,-1.2040253996820494,-0.28429679456744394,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
67,0.6415686000533612,0.8970222897406782,-0.418212133642467,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,1.0,1.0,0.0,0.6261654403672359,1.0,-0.7373172424562897,0.0,0.0,-0.052299174935045045,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.286691197821805,1.1253559288039623,-0.8836178006136794,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,0.0,0.0,-0.748590692237333,-0.3685746425260207,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
120,-0.6387271505743899,1.0007243540000552,-0.6420778535547447,-0.4090329055057807,-0.4522855472547795,0.4744221194645875,-0.20815979745000354,0.0,1.0,1.0,1.0,0.0,-0.9806283340993099,1.0,0.575539508771572,0.0,0.0,-1.5318876401960404,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1971866421077317,-0.4994353526443309,-1.1569950196560808,0.0,-0.35249814411961783,-0.19291022174170488,-0.10447176430331,-0.4098750849311718,0.0,0.0,0.0,-1.37660251253904,-0.5944199954351322,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
59,0.2210825581150742,-1.142158201533439,-0.577536421478133,-0.4090329055057807,-0.4522855472547795,0.8986557734407588,-0.20815979745000354,0.0,0.0,1.0,1.0,0.0,-0.9806283340993099,1.0,0.8742209733957916,1.0,0.0,0.564196018923703,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.286691197821805,-0.4994353526443309,2.0726707308913594,1.0,2.9142936601685645,5.325647014330842,1.416910147129841,-0.4098750849311718,0.0,0.0,0.0,-1.342863351042918,-0.35313449214215475,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
200,1.3872557568806676,1.0718972891976906,0.5303848358665028,-0.4090329055057807,-0.4522855472547795,0.8026208726224764,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,-0.01655206941938245,1.0,0.8742209733957916,1.0,0.0,0.31759794138020375,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.286691197821805,-0.4994353526443309,0.8774400987989995,0.0,-0.35249814411961783,-0.19291022174170488,1.3899604956287104,-0.4098750849311718,0.0,0.0,0.0,1.6279528570545652,0.43435629559090533,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
145,-0.9164137535713724,-1.142158201533439,-0.6882440653362345,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,-0.01655206941938245,1.0,-0.35224986210866466,0.0,0.0,-1.1003410044949167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.286691197821805,-0.4994353526443309,-1.1697102391464251,0.0,-0.35249814411961783,-0.19291022174170488,0.839126395454457,-0.4098750849311718,0.0,0.0,0.0,-1.6179113365048556,-0.6013370648470837,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
249,1.283792082165434,1.3867006049838206,0.13217560983041657,-0.4090329055057807,-0.4522855472547795,1.0878061615764,-0.20815979745000354,0.0,0.0,0.0,1.0,0.0,-0.01655206941938245,0.0,0.1904721284239469,0.0,0.0,-0.052299174935045045,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04475227785703656,1.1253559288039623,0.5341291725597047,0.0,1.7086180039291816,-0.19291022174170488,0.8576329839948409,1.9741660752511432,1.0,0.0,0.0,0.6254632728152609,-0.9305970468312851,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
45,3.1639667026884997,1.7268083418246312,3.1862110883529757,1.9843338109761781,2.192479031004742,0.6384820691820874,-0.20815979745000354,0.0,1.0,1.0,1.0,0.0,-0.3379108243126916,1.0,-1.2800392329889014,0.0,0.0,0.5025464995378282,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04475227785703656,-0.4994353526443309,2.148962047833425,0.0,-0.35249814411961783,-0.19291022174170488,1.0362837108014338,3.115148677553235,1.0,0.0,0.0,1.065914346095904,0.892426387759903,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
297,0.3838905967061388,0.7527888746940722,-0.5462844767773278,-0.4090329055057807,-0.4522855472547795,0.9236121136219244,-0.20815979745000354,0.0,0.0,1.0,1.0,0.0,-0.3379108243126916,0.0,0.7331941189565587,0.0,0.0,-0.42219629125029384,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.286691197821805,-0.4994353526443309,-0.15249267991888488,0.0,-0.35249814411961783,-0.19291022174170488,-0.6367992759371798,-0.4098750849311718,0.0,0.0,0.0,-0.07391104837485592,-0.3155845563655999,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
127,-0.9164137535713724,-1.142158201533439,-0.6882440653362345,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,0.6261654403672359,1.0,0.8742209733957916,0.0,0.0,-1.6551866789677898,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1971866421077317,-0.4994353526443309,-0.311432923548188,0.0,-0.35249814411961783,-0.19291022174170488,-0.9481909083451985,-0.4098750849311718,0.0,0.0,0.0,-0.2731913013201479,-0.6013370648470837,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
90,-0.8665010635851822,1.0296358452192116,-0.5066940944887461,1.3287615362796545,2.192479031004742,0.759441746621429,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,-0.9806283340993099,1.0,-0.7373172424562897,1.0,0.0,0.5025464995378282,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.286691197821805,-0.4994353526443309,-0.9789819467912613,0.0,-0.35249814411961783,-0.19291022174170488,-0.3254076435291608,-0.4098750849311718,0.0,0.0,0.0,-1.89187138720587,-0.5084321286993122,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
269,-0.09815450933262529,0.27257792734458497,-0.46971541025205993,-0.4090329055057807,-0.4522855472547795,0.870757653861629,-0.20815979745000354,0.0,0.0,1.0,1.0,0.0,-0.3379108243126916,1.0,-1.2800392329889014,0.0,0.0,-1.1619905238807915,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.04475227785703656,1.1253559288039623,-1.2841472145595234,0.0,-0.35249814411961783,-0.19291022174170488,1.1186468046841305,2.155924883441381,1.0,0.0,0.0,0.8025985390608575,-0.9394170265074543,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0
239,-0.8827878088942558,1.0210025300601573,-0.5471205639192017,-0.4090329055057807,-0.4522855472547795,0.8986557734407588,-0.20815979745000354,0.0,0.0,1.0,0.0,0.0,0.3048066854739267,1.0,-2.2078286038691384,0.0,0.0,-1.2236400432666663,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.286691197821805,-0.4994353526443309,0.41333458740143436,0.0,-0.35249814411961783,-0.19291022174170488,0.672423837645673,-0.4098750849311718,0.0,0.0,0.0,0.8463313446385298,1.6900531065721764,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
494,0.02260161954228249,0.3797255295375331,-0.4929209440262613,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,0.6261654403672359,0.0,0.8742209733957916,0.0,0.0,-0.052299174935045045,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.04475227785703656,1.1253559288039623,1.0808836106445077,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,2.155552322289328,1.0,0.0,0.0,-1.497732854464659,-1.637869146885746,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
5,-0.9164137535713724,-1.142158201533439,-0.6882440653362345,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,1.0,1.0,0.0,-0.6592695792060008,1.0,0.39680545310422244,0.0,0.0,-1.6551866789677898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1971866421077317,-0.4994353526443309,-1.6528885797795068,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,0.0,0.0,0.9106570159230296,-0.6013370648470837,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0
492,1.5645229848186903,-0.0010076997140457677,1.4882797194453494,-0.4090329055057807,-0.4522855472547795,1.110384525363092,-0.20815979745000354,0.0,0.0,0.0,1.0,0.0,0.947524195260545,1.0,-1.2800392329889014,1.0,0.0,1.488938809711825,1.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.1971866421077317,-0.4994353526443309,0.7820759526214177,0.0,-0.35249814411961783,-0.19291022174170488,1.3899604956287104,-0.4098750849311718,0.0,1.0,0.0,0.0714273627180754,-0.5033594465890431,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
335,-0.9129854582451995,-1.142158201533439,-0.1065105088502197,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,1.0,0.0,0.0,-0.6592695792060008,1.0,-1.2800392329889014,0.0,0.0,-1.346939082038416,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04475227785703656,-0.4994353526443309,-0.6738166790229992,0.0,-0.35249814411961783,-0.19291022174170488,-1.4805184199790682,-0.4098750849311718,0.0,0.0,0.0,-1.7613155144320447,-0.24716474070996647,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
354,-0.9129854582451995,-1.142158201533439,-0.30596026193858433,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,1.0,0.0,0.0,1.268882950153854,1.0,0.1904721284239469,0.0,0.0,-0.3605467718644191,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.286691197821805,1.1253559288039623,8.995396524615198e-05,1.0,-0.35249814411961783,-0.19291022174170488,0.7392473797385783,-0.4098750849311718,0.0,0.0,0.0,1.532830553539866,-0.9394170265074543,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0
334,1.107797503904865,-1.142158201533439,1.7278904555029826,2.8490543225099683,2.8850357799768194,1.1838594825513766,-0.20815979745000354,0.0,0.0,1.0,0.0,0.0,-0.3379108243126916,1.0,0.1904721284239469,0.0,0.0,-0.3605467718644191,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.286691197821805,1.1253559288039623,-0.9217634590847121,0.0,-0.35249814411961783,-0.19291022174170488,0.013913839952952242,-0.4098750849311718,0.0,0.0,0.0,0.7545450138955767,1.4253118680911607,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
31,2.339625283378304,1.4510969573759371,0.6631009522829183,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,0.6261654403672359,0.0,-2.2078286038691384,0.0,0.0,1.3039902515542006,1.0,1.0,0.0,0.0,1.0,0.0,1.0,-1.1971866421077317,-0.4994353526443309,0.7820759526214177,0.0,-0.35249814411961783,-0.19291022174170488,-1.1691267875710494,2.8194584258577633,1.0,1.0,0.0,0.8760894305675845,-0.5303635288145271,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,1.3259283478890744,-0.4089135391000213,0.4378767255682063,-0.4090329055057807,-0.4522855472547795,1.1406677265818028,-0.20815979745000354,0.0,0.0,1.0,0.0,0.0,0.3048066854739267,1.0,0.1904721284239469,0.0,0.0,-0.17559821370679465,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04475227785703656,-0.4994353526443309,-0.5530220938647288,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,0.0,0.0,0.8907996529703431,-0.6013370648470837,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
199,0.33049712461742814,-0.700700926427501,3.247827601644681,2.7022413851112383,2.8850357799768194,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,-0.3379108243126916,1.0,-0.7373172424562897,0.0,0.0,-0.29889725247854426,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.286691197821805,2.075797899949888,1.8437967800651627,0.0,-0.35249814411961783,-0.19291022174170488,0.3610322052376545,-0.4098750849311718,0.0,0.0,0.0,0.6914392203922765,-1.5283102903663968,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
43,-0.9164137535713724,-1.142158201533439,-0.6474355296351273,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,-0.01655206941938245,1.0,0.8742209733957916,0.0,0.0,0.9340931352389518,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1971866421077317,-0.4994353526443309,-1.468517897169515,0.0,-0.35249814411961783,-0.19291022174170488,-1.1691267875710494,-0.4098750849311718,0.0,0.0,0.0,-1.9912825608674678,-0.24271844232944775,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
143,1.155822348208549,1.419503480637201,0.2856937737994714,-0.4090329055057807,-0.4522855472547795,0.9236121136219244,-0.20815979745000354,0.0,1.0,0.0,1.0,0.0,-0.01655206941938245,1.0,1.2254000342052265,0.0,0.0,0.8107940964672022,1.0,1.0,0.0,0.0,1.0,1.0,0.0,-1.1971866421077317,-0.4994353526443309,1.347903219941737,0.0,-0.35249814411961783,-0.19291022174170488,0.7176125332632438,2.864202649330035,1.0,1.0,0.0,0.9123884766042701,0.2934449866872022,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
445,1.5320135799995507,1.0752286417081367,0.5806656386413406,-0.4090329055057807,-0.4522855472547795,0.8391303743319072,-0.20815979745000354,0.0,1.0,0.0,0.0,0.0,-0.01655206941938245,0.0,0.7331941189565587,0.0,0.0,1.4272892903259502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1971866421077317,-0.4994353526443309,2.301544681717556,0.0,-0.35249814411961783,-0.19291022174170488,0.9106185614150002,-0.4098750849311718,0.0,0.0,0.0,1.1085456648583207,-0.45796271851553777,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
210,2.062222802297695,1.3798299153597613,0.10002063453397131,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,1.268882950153854,1.0,-0.05356839748444563,0.0,0.0,1.119041693396576,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1971866421077317,-0.4994353526443309,0.1590301975945493,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,0.0,0.0,-0.6223716311426856,-0.625823914774017,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
333,-0.2934724891790471,1.0054477290981294,-0.6199592330846488,-0.4090329055057807,-0.4522855472547795,0.4744221194645875,-0.20815979745000354,0.0,0.0,1.0,0.0,0.0,-0.6592695792060008,1.0,-0.35224986210866466,0.0,0.0,-1.6551866789677898,1.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1971866421077317,-0.4994353526443309,-0.9408362883202286,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,0.0,0.0,-0.982765366377736,-0.1676271664208584,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
153,-0.37687040979465475,-1.142158201533439,-0.48327479196021844,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,4.804001599973612,0.0,0.0,0.0,1.0,0.0,-1.9447045987792375,1.0,-1.2800392329889014,0.0,0.0,0.19429890260845417,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.286691197821805,-0.4994353526443309,0.8583672695634832,0.0,2.9142936601685645,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,0.0,0.0,0.7307542865642898,1.2898159421483215,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
106,-0.9164137535713724,0.9908658127243926,-0.6882440653362345,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,-0.6592695792060008,0.0,0.575539508771572,0.0,0.0,1.797186406641199,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1971866421077317,-0.4994353526443309,0.08591768552506986,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,0.0,0.0,0.05334453192182224,-0.31897802963515404,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
406,-0.9164137535713724,0.9908658127243926,-0.6882440653362345,-0.4090329055057807,-0.4522855472547795,0.6384820691820874,-0.20815979745000354,0.0,0.0,1.0,1.0,0.0,-0.3379108243126916,1.0,0.8742209733957916,0.0,0.0,-0.8537429269514175,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04475227785703656,-0.4994353526443309,-0.20971116762543401,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,0.0,0.0,-0.30087032197402885,-0.6013370648470837,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
2,0.3573108041581937,0.2649955664942225,0.7288318827070206,2.223166690947096,3.4222245284281354,1.1309971279558835,-0.20815979745000354,0.0,0.0,1.0,1.0,0.0,1.268882950153854,1.0,1.118261499304184,1.0,0.0,-0.42219629125029384,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.286691197821805,1.1253559288039623,-0.20335355788026188,0.0,-0.35249814411961783,-0.19291022174170488,2.139787700616541,-0.4098750849311718,0.0,0.0,0.0,-0.6281751128629666,0.14657186464616637,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
361,1.9448969778328211,1.0320601187823017,1.688111711632836,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,1.0,0.0,-0.01655206941938245,0.0,-2.2078286038691384,0.0,0.0,0.9957426546248266,0.0,1.0,0.0,0.0,1.0,0.0,1.0,-1.1971866421077317,-0.4994353526443309,0.07638127090731167,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,1.0,0.0,-0.0012072070961740148,-0.3140988359350174,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
197,-0.8568891119286306,0.9910620802873263,-0.6873249624447525,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,0.3048066854739267,1.0,-2.2078286038691384,0.0,0.0,0.564196018923703,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1971866421077317,-0.4994353526443309,-1.6338157505439903,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,0.0,0.0,-0.35548410514702716,0.07297225402649281,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
173,1.2721060910878017,0.048080676449654296,0.8187851791240388,1.2269428940852225,1.2163751163610201,0.8391303743319072,-0.20815979745000354,0.0,1.0,1.0,0.0,0.0,-0.9806283340993099,1.0,-0.7373172424562897,1.0,0.0,0.6258455383095778,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04475227785703656,-0.4994353526443309,1.9200880970072283,0.0,-0.35249814411961783,-0.19291022174170488,0.8007190795381361,-0.4098750849311718,0.0,0.0,0.0,0.6571700662289456,-0.45796271851553777,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
236,1.8488353408534175,1.416629046194073,0.4967269267153139,-0.4090329055057807,-0.4522855472547795,1.110384525363092,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,0.6261654403672359,1.0,0.39680545310422244,0.0,0.0,0.00935034445082976,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.286691197821805,1.1253559288039623,0.6104204895017703,1.0,3.769734151977981,-0.19291022174170488,0.39517054817653197,-0.4098750849311718,0.0,0.0,0.0,0.04787451343770099,0.09662708846229495,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
498,-0.3123118155282803,-1.142158201533439,0.5485376217004574,2.467038712956195,2.192479031004742,0.9236121136219244,-0.20815979745000354,0.0,0.0,1.0,1.0,0.0,0.3048066854739267,1.0,-2.2078286038691384,1.0,0.0,0.13264938322257935,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.286691197821805,2.075797899949888,0.17810302683006568,0.0,-0.35249814411961783,-0.19291022174170488,0.9274980598104017,-0.4098750849311718,0.0,0.0,0.0,-0.17935890048781897,-0.9394170265074543,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
390,0.9117043026697464,-0.048625199771797765,1.6849354388888746,2.3455930214376997,2.192479031004742,1.0993642095803275,-0.20815979745000354,0.0,1.0,0.0,0.0,0.0,1.5902417050471633,1.0,1.4169429639284028,1.0,0.0,-0.3605467718644191,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.286691197821805,2.075797899949888,1.703929365671376,0.0,-0.35249814411961783,-0.19291022174170488,1.5970584101818157,-0.4098750849311718,0.0,0.0,1.0,0.6953681359542192,-0.45796271851553777,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0
162,-0.9164137535713724,-1.142158201533439,-0.6385167400531794,2.872490298600381,1.2163751163610201,1.1838594825513766,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,-1.6233458438859283,1.0,0.575539508771572,1.0,0.0,-0.42219629125029384,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.286691197821805,-0.4994353526443309,-0.17792311889957338,0.0,1.7086180039291816,-0.19291022174170488,-0.17129530639621526,-0.4098750849311718,0.0,0.0,0.0,-0.13605075503152878,1.6729241676397133,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
348,0.2663944152396929,-1.142158201533439,-0.1411341953407999,-0.4090329055057807,-0.4522855472547795,0.4744221194645875,-0.20815979745000354,0.0,0.0,1.0,0.0,0.0,-0.9806283340993099,1.0,-1.2800392329889014,0.0,0.0,-1.6551866789677898,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.1971866421077317,-0.4994353526443309,-0.47037316717749117,0.0,-0.35249814411961783,-0.19291022174170488,-0.6367992759371798,-0.4098750849311718,0.0,0.0,0.0,0.0034633376065134227,-0.6013370648470837,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
75,-0.9164137535713724,-1.142158201533439,-0.17788645432177994,2.8034784387653535,2.192479031004742,0.9667991324851513,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,0.3048066854739267,1.0,-0.35224986210866466,1.0,0.0,-0.7920934075655427,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.286691197821805,-0.4994353526443309,-0.7246775569843762,0.0,1.7086180039291816,-0.19291022174170488,0.24844275121953738,-0.4098750849311718,0.0,0.0,0.0,-0.8346640219786874,0.7495957123586736,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
174,0.8948715916063942,0.3146315680908695,1.004098705173696,2.1757405115953237,1.2163751163610201,1.1838594825513766,4.804001599973612,0.0,0.0,1.0,1.0,0.0,-0.3379108243126916,1.0,1.118261499304184,1.0,0.0,0.07099986383670456,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.04475227785703656,2.7501472102522557,0.20353346581075418,0.0,1.7086180039291816,-0.19291022174170488,1.2047513492795425,2.739620826349144,1.0,0.0,0.0,-1.2058596396818813,-1.5410864339016481,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
389,-0.5784386237109621,-0.0010076997140457677,-0.6314199395412874,-0.4090329055057807,-0.4522855472547795,0.759441746621429,-0.20815979745000354,0.0,0.0,0.0,0.0,0.0,0.3048066854739267,0.0,0.39680545310422244,0.0,0.0,1.180691212782451,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.04475227785703656,-0.4994353526443309,0.750287903895557,0.0,-0.35249814411961783,-0.19291022174170488,1.5465622555610627,-0.4098750849311718,0.0,1.0,0.0,2.0791367484497996,-0.7008847012370769,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0
198,-0.8632839574959222,0.9968945530492197,-0.6600121890080377,-0.4090329055057807,-0.4522855472547795,0.4744221194645875,-0.20815979745000354,0.0,0.0,1.0,0.0,0.0,0.947524195260545,1.0,0.7331941189565587,0.0,0.0,-1.6551866789677898,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1971866421077317,-0.4994353526443309,-0.12070463119302424,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,0.0,0.0,0.3987979004995352,0.08039948789340218,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
208,-0.9164137535713724,-1.142158201533439,-0.6882440653362345,-0.4090329055057807,-0.4522855472547795,-1.0942955726069603,-0.20815979745000354,0.0,0.0,0.0,1.0,0.0,-1.301987088992619,0.0,-1.2800392329889014,0.0,0.0,1.3656397709400754,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-1.1971866421077317,-0.4994353526443309,0.08591768552506986,0.0,-0.35249814411961783,-0.19291022174170488,-0.7768197266687766,-0.4098750849311718,0.0,0.0,0.0,0.05334453192182224,-0.6616792591056778,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
